MAIN_ID	OTYPE	RA	DEC	COO_ERR_MAJA	COO_ERR_MINA	COO_ERR_ANGLE	PMRA	PMDEC	B	V	R	J	H	K	SP_TYPE	GALDIM_MAJAXIS	GALDIM_MINAXIS	GALDIM_ANGLE	BIBLIST
Cl* NGC  188    SMV    7222	*inCl	00 45 54.25	+85 23 51.0	310	290	127	-5.06	-0.72	19.279	18.194	17.515	16.102	15.535	15.781	 	 	 	 	2
Cl* NGC  188    SMV    7232	*inCl	00 45 56.17	+85 19 13.5	7.7	6.4	0	-3.97	-0.31	22.457	20.987	19.996	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7247	*inCl	00 45 57.14	+85 23 13.3	4.2	3.1	0	-4.23	3.14	20.597	19.441	18.702	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7251	*inCl	00 46 02.53	+85 08 10.8	3.2	2.7	0	-3.81	3.53	19.727	18.861	18.352	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7255	*inCl	00 46 01.30	+85 14 52.0	5.1	4.2	93	-6.32	-0.23	21.986	20.496	19.492	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7262	*inCl	00 46 00.58	+85 21 04.8	3.7	3.4	0	-7.42	1.89	20.204	19.131	18.424	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7276	*inCl	00 46 06.34	+85 08 00.0	270	220	7	-6.41	1	20.94	19.548	18.634	16.587	15.988	 	 	 	 	 	2
Cl* NGC  188    SMV    7283	*inCl	00 46 03.10	+85 22 26.9	7.1	7	89	-3.95	2.04	21.654	20.783	20.186	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7284	*inCl	00 46 04.00	+85 20 02.0	110	90	174	-1.09	5.91	17.537	16.864	16.388	15.567	15.356	15.679	 	 	 	 	2
Cl* NGC  188    SMV    7285	*inCl	00 46 06.05	+85 13 03.2	320	300	162	-5.91	-0.17	20.762	19.393	18.501	16.74	15.985	15.823	 	 	 	 	2
Cl* NGC  188    SMV    7287	*inCl	00 46 05.29	+85 16 44.5	28.7	10.5	0	-0.31	0.97	21.287	20.414	19.573	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7288	*inCl	00 46 06.40	+85 13 59.1	5.9	5.8	0	-5.3	-0.13	21.902	20.385	19.4	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7293	*inCl	00 46 06.56	+85 16 22.5	5.9	5	89	3.81	3.17	21.617	20.211	19.324	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7302	*inCl	00 46 06.50	+85 20 40.4	12.3	10.6	90	-5.38	4.61	22.039	21.258	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7324	*inCl	00 46 11.31	+85 14 43.7	6.9	6.2	90	-4.98	3.44	21.469	21.116	20.754	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7326	*inCl	00 46 11.72	+85 13 34.8	33.9	33.8	90	0.45	4.18	22.897	21.636	20.868	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7339	*inCl	00 46 14.93	+85 06 29.1	6.4	4.9	0	-5.57	3.65	20.914	20.344	20.036	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7343	*inCl	00 46 12.59	+85 18 09.7	5.2	5.2	93	-8.97	-5.11	18.864	17.718	16.992	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7348	*inCl	00 46 11.06	+85 25 23.9	4.8	3.6	0	2.57	4.1	20.278	19.485	19.044	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7360	*inCl	00 46 13.83	+85 21 24.9	130	110	178	-7.63	2.67	20.139	18.706	17.786	16.002	15.656	15.426	 	 	 	 	2
Cl* NGC  188    SMV    7370	*inCl	00 46 18.01	+85 08 05.5	210	200	157	-5.15	6.16	19.421	18.37	17.695	16.383	15.797	 	 	 	 	 	2
Cl* NGC  188    SMV    7380	*inCl	00 46 17.87	+85 12 24.4	190	170	2	-5.43	0.32	21.288	19.766	18.831	16.549	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7381	*inCl	00 46 17.38	+85 14 11.2	6.7	6.3	0	-5.52	1.7	21.893	20.674	19.851	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7393	*inCl	00 46 20.44	+85 08 13.4	18.3	13.7	90	-2.68	7.11	22.343	21.123	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7399	*inCl	00 46 18.98	+85 15 41.9	7.2	7	89	-5.46	-0.38	22.327	20.745	19.773	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7430	*inCl	00 46 25.08	+85 06 58.2	5.9	5.3	0	-8	5.49	21.43	20.082	19.182	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7437	*inCl	00 46 23.38	+85 17 52.2	10.8	6.6	0	4.46	-0.57	22.215	20.681	19.769	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7439	*inCl	00 46 25.69	+85 08 17.1	180	170	170	-3.68	2.16	19.563	18.669	18.116	16.702	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7448	*inCl	00 46 24.28	+85 18 00.7	12.9	8.4	0	-9.61	5.9	22.278	20.822	19.887	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7460	*inCl	00 46 25.47	+85 21 24.0	3.9	2.7	0	11.99	7.06	20.071	18.606	17.647	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7469	*inCl	00 46 29.03	+85 11 07.8	14.3	13	92	-8.27	0.98	21.808	20.313	19.335	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7475	*inCl	00 46 30.81	+85 05 16.9	4.9	4.4	0	-5.9	-0.63	21.259	19.809	18.856	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7484	*inCl	00 46 28.56	+85 19 02.9	240	220	159	-2.07	0.38	22.742	21.025	19.83	16.712	15.883	15.462	 	 	 	 	2
Cl* NGC  188    SMV    7489	*inCl	00 46 28.58	+85 21 24.1	3.4	2.9	0	-5.08	-0.8	19.287	18.195	17.517	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7490	*inCl	00 46 28.49	+85 22 46.5	100	80	174	-4.57	-0.18	18.153	17.262	16.736	15.703	15.122	15.25	 	 	 	 	2
Cl* NGC  188    SMV    7491	*inCl	00 46 29.24	+85 20 05.5	280	260	112	-5.03	-0.73	20.291	18.999	17.6	16.712	 	15.658	 	 	 	 	2
Cl* NGC  188    SMV    7495	*inCl	00 46 28.76	+85 24 18.8	100	80	0	10.8	0.44	17.493	16.86	16.474	15.558	15.052	15.2	 	 	 	 	2
Cl* NGC  188    SMV    7500	*inCl	00 46 29.57	+85 20 51.6	3.8	3.4	0	-5.41	-1.2	20.669	19.315	18.477	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7507	*inCl	00 46 32.04	+85 13 48.1	6.4	6.2	0	-3.96	0.37	21.611	20.03	19.234	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7508	*inCl	00 46 31.33	+85 19 59.4	270	230	94	-6.56	4.08	18.553	17.879	17.458	16.501	16.055	 	 	 	 	 	2
Cl* NGC  188    SMV    7510	*inCl	00 46 30.46	+85 24 42.1	69.1	58.1	90	-15.96	14.06	 	21.626	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7515	*inCl	00 46 31.26	+85 24 26.8	6.7	6.7	61	-5.09	-0.42	21.739	20.225	19.27	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7517	*inCl	00 46 32.37	+85 19 06.2	18.1	11.1	90	-6.1	4.17	22.724	21.249	20.286	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7527	*inCl	00 46 35.08	+85 11 15.3	8.5	5.7	0	-4.16	0.83	22.071	20.508	19.512	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7534	*inCl	00 46 36.42	+85 07 05.9	210	200	143	-17.61	5.73	21.416	19.79	18.681	16.232	15.522	15.318	 	 	 	 	2
Cl* NGC  188    SMV    7535	*inCl	00 46 35.12	+85 14 43.9	7.7	5.7	90	-5.59	3.52	21.388	20.786	20.273	 	 	 	 	 	 	 	2
Cl* NGC  188    PKM    5025	*inCl	00 46 37.37	+85 15 02.2	4.3	4.1	90	-5.46	-1.09	21.242	19.806	18.873	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7554	*inCl	00 46 39.04	+85 05 52.8	12.2	8.5	0	-6.85	2.92	22.038	20.942	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7559	*inCl	00 46 38.14	+85 16 53.5	9.6	9.4	89	-3.44	0.03	22.544	20.939	19.871	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7563	*inCl	00 46 39.74	+85 06 46.4	260	260	102	-5.67	0.94	19.303	18.209	17.525	16.1	15.993	15.618	 	 	 	 	2
Cl* NGC  188    SMV    7582	*inCl	00 46 41.36	+85 15 15.9	240	230	157	-5.43	-0.52	21.239	19.622	18.66	16.501	 	15.511	 	 	 	 	2
Cl* NGC  188    SMV    7592	*inCl	00 46 42.46	+85 19 14.8	4.2	4	89	-2.75	-0.8	21.189	19.768	18.875	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7593	*inCl	00 46 41.26	+85 23 08.7	22.3	18	90	-1.03	-5.09	21.215	20.119	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7594	*inCl	00 46 43.40	+85 13 38.6	15.2	12.8	89	-2.05	5.46	22.069	21.562	21.301	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7595	*inCl	00 46 44.70	+85 05 05.9	7.6	7	0	-6.77	-1.64	22.052	20.508	19.497	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7598	*inCl	00 46 41.98	+85 24 55.4	15.5	11.3	90	-3.11	3.14	22.786	21.154	20.189	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7605	*inCl	00 46 43.17	+85 22 16.4	5.1	3.7	0	11.2	-2.32	19.016	17.558	16.613	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7613	*inCl	00 46 44.38	+85 24 27.9	330	310	127	-2.76	2.74	19.21	18.394	17.872	16.614	 	15.901	 	 	 	 	2
Cl* NGC  188    SMV    7621	*inCl	00 46 45.41	+85 20 01.6	110	90	178	-5.18	-0.62	18.582	17.59	16.999	15.805	15.467	15.183	 	 	 	 	2
Cl* NGC  188    SMV    7624	*inCl	00 46 46.72	+85 11 53.8	4.6	4	90	-4.6	2.87	20.944	20.394	20.048	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7625	*inCl	00 46 47.28	+85 07 46.6	4.9	4.3	87	-5.25	2	21.173	19.737	18.78	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7657	*inCl	00 46 51.19	+85 08 51.1	320	260	168	-3.44	5.14	20.44	19.203	18.397	16.743	16.185	 	 	 	 	 	2
Cl* NGC  188    SMV    7668	*inCl	00 46 51.41	+85 20 44.9	18.7	17.9	90	-0.91	-1.19	22.688	21.12	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7672	*inCl	00 46 51.46	+85 24 01.0	16.9	13.9	90	-0.17	9.78	22.055	21.432	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7682	*inCl	00 46 52.73	+85 20 14.6	130	110	0	-5.37	3.27	17.972	17.291	16.877	15.827	15.674	15.246	 	 	 	 	2
Cl* NGC  188    SMV    7691	*inCl	00 46 54.76	+85 07 11.0	110	90	0	-5.07	0.61	18.092	17.222	16.705	15.734	15.469	15.295	 	 	 	 	2
Cl* NGC  188    SMV    7694	*inCl	00 46 55.07	+85 06 20.9	3.2	3	0	-3.52	1.55	18.14	17.491	17.094	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7695	*inCl	00 46 53.61	+85 19 32.5	5.5	4.8	106	-5.84	-0.66	21.71	20.192	19.243	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7700	*inCl	00 46 55.49	+85 06 25.7	6.4	5.8	0	-1.97	4.34	21.667	20.289	19.399	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7707	*inCl	00 46 56.69	+85 05 42.5	5	4.7	90	1.86	-0.49	21.538	20.184	19.286	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7710	*inCl	00 46 55.31	+85 21 34.4	6	4.1	0	-20.47	6.69	22.028	20.366	19.282	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7725	*inCl	00 46 57.17	+85 17 37.1	24.3	13.7	90	-2.87	3.51	21.908	21.147	20.104	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7728	*inCl	00 46 57.08	+85 23 27.9	8.4	8.2	90	-5.35	-1.38	22.387	20.921	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7747	*inCl	00 47 00.40	+85 19 50.6	6.2	5.7	0	-4.1	1.22	21.518	20.937	20.796	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7755	*inCl	00 47 02.52	+85 08 57.9	250	220	94	-5.62	1.02	20.38	19.07	18.204	16.404	15.932	 	 	 	 	 	2
Cl* NGC  188    SMV    7757	*inCl	00 47 02.24	+85 13 12.7	14	13.1	0	8.21	-11.23	20.937	19.77	18.732	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7760	*inCl	00 47 01.53	+85 25 49.6	6.7	6.6	73	-5.87	-0.5	20.467	19.737	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7762	*inCl	00 47 01.76	+85 25 26.6	240	220	157	-2.9	7.49	21.631	20.062	18.953	16.214	15.925	15.395	 	 	 	 	2
Cl* NGC  188    SMV    7773	*inCl	00 47 03.40	+85 25 38.9	100	90	170	-4.83	1.14	19.041	18.021	17.377	15.951	15.431	 	 	 	 	 	2
Cl* NGC  188    SMV    7795	*inCl	00 47 06.07	+85 21 25.0	160	150	165	-5.3	-0.86	19.491	18.353	17.631	16.29	15.386	15.422	 	 	 	 	2
Cl* NGC  188    SMV    7797	*inCl	00 47 06.90	+85 10 57.0	37.7	26.5	0	-7.25	8.38	 	21.551	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7801	*inCl	00 47 07.65	+85 05 19.3	14.1	13.6	86	-1.93	5.05	22.446	20.81	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7803	*inCl	00 47 07.47	+85 11 32.7	4.7	4.4	0	-3.44	3.72	20.355	19.889	19.643	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7818	*inCl	00 47 08.61	+85 26 08.0	120	110	2	-5.34	-0.06	18.707	17.741	17.186	15.861	15.612	15.562	 	 	 	 	2
Cl* NGC  188    SMV    7821	*inCl	00 47 09.29	+85 15 54.7	5.4	4.5	76	-10.47	6.26	21.636	20.18	19.217	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7828	*inCl	00 47 09.98	+85 22 44.1	100	80	6	-4.38	-0.02	18.352	17.402	16.838	15.532	15.178	15.045	 	 	 	 	2
Cl* NGC  188    SMV    7836	*inCl	00 47 11.15	+85 13 02.0	6.8	6	93	-4.43	1.86	21.77	20.847	20.323	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7838	*inCl	00 47 10.67	+85 24 33.7	4.2	3.5	0	4.14	7.74	19.611	18.968	18.637	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7853	*inCl	00 47 11.84	+85 20 44.5	220	180	1	-1.16	0.51	18.581	17.913	17.451	16.572	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7854	*inCl	00 47 11.52	+85 24 52.8	18	17	89	-7.46	1.48	 	21.775	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7859	*inCl	00 47 13.30	+85 06 30.2	4.4	4.2	0	-3.27	3.1	20.168	19.54	19.182	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7861	*inCl	00 47 12.85	+85 25 47.7	120	110	0	-0.09	3.85	18.553	17.664	17.119	15.922	15.629	 	 	 	 	 	2
Cl* NGC  188    SMV    7864	*inCl	00 47 13.22	+85 21 44.3	5.3	4.2	90	-3.04	2.95	21.295	20.309	19.656	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7865	*inCl	00 47 14.04	+85 07 08.0	6.6	6.1	66	-1.83	2.69	21.573	20.157	19.199	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7871	*inCl	00 47 14.31	+85 17 34.3	4.9	4	90	-4.48	0.59	21.015	20.044	19.438	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7876	*inCl	00 47 14.96	+85 09 06.5	290	280	157	-7	2.48	20.613	19.198	18.28	16.328	16.07	15.662	 	 	 	 	2
Cl* NGC  188    SMV    7886	*inCl	00 47 16.28	+85 21 50.0	110	80	176	-1.04	1.73	18.698	17.766	17.175	15.878	15.298	15.361	 	 	 	 	2
Cl* NGC  188    SMV    7900	*inCl	00 47 17.49	+85 25 16.8	8.8	7.4	0	-4.29	12.71	21.994	20.456	19.528	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7908	*inCl	00 47 18.67	+85 18 08.4	4.8	4.8	0	-5.34	2.66	21.464	20.228	19.46	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7915	*inCl	00 47 19.97	+85 05 07.5	28.3	17.6	90	-8.5	6.47	22.568	21.21	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7936	*inCl	00 47 22.28	+85 23 06.7	100	80	6	14.78	19.77	21.491	19.842	18.723	15.856	15.071	15.079	 	 	 	 	2
Cl* NGC  188    PKM    4905	*inCl	00 47 23.02	+85 19 54.5	4.5	2.4	0	2.89	4.19	20.152	18.562	17.453	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7960	*inCl	00 47 24.21	+85 19 02.3	22.1	15.9	0	-5.33	2.56	21.874	21.144	20.895	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7980	*inCl	00 47 26.56	+85 15 15.5	3	2.7	90	-2.44	4.54	19.759	19.178	18.813	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7984	*inCl	00 47 27.23	+85 04 39.3	5.7	4.2	89	-1.46	4.21	20.89	20.262	19.939	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7985	*inCl	00 47 27.42	+85 24 59.1	80	60	177	-0.29	1.76	18.34	17.234	16.546	15.208	14.571	14.472	 	 	 	 	2
Cl* NGC  188    SMV    7987	*inCl	00 47 27.61	+85 18 21.5	5.7	5.2	89	-4.8	4.56	21.286	20.279	19.645	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    7993	*inCl	00 47 28.10	+85 07 04.2	8.6	7.4	0	-0.64	7.05	21.787	20.888	20.366	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8006	*inCl	00 47 29.67	+85 07 55.9	4.3	3.9	0	-3.47	3.23	20.084	19.506	19.191	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8021	*inCl	00 47 31.47	+85 11 42.0	4.3	3.2	90	-4.89	4.96	20.481	19.442	18.816	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8025	*inCl	00 47 31.58	+85 05 28.5	290	270	110	-5.35	-0.18	19.416	18.311	17.598	16.416	15.838	15.675	 	 	 	 	2
Cl* NGC  188    SMV    8028	*inCl	00 47 32.48	+85 22 47.4	4.3	3.9	76	-6.26	4.03	21.053	19.897	19.175	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8032	*inCl	00 47 32.93	+85 24 58.0	11.4	10	0	2.41	3.05	22.365	21.018	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8041	*inCl	00 47 33.72	+85 11 39.2	4.6	3.6	90	-4.77	3	20.071	19.476	19.122	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8047	*inCl	00 47 34.60	+85 13 22.9	20.4	16.3	102	-7.69	0.02	22.43	21.819	21.411	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8052	*inCl	00 47 35.48	+85 13 10.3	11.8	10.1	0	-4.59	2.4	22.355	20.642	19.904	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8059	*inCl	00 47 36.64	+85 17 43.2	8.5	6.2	0	-5.64	-0.71	22.327	20.817	19.737	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8086	*inCl	00 47 39.55	+85 09 22.7	58.4	54.5	90	-7.27	5.67	 	21.739	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8088	*inCl	00 47 40.35	+85 20 00.7	90	70	177	-5.04	-0.7	17.684	16.862	16.394	15.385	14.978	14.765	 	 	 	 	2
Cl* NGC  188    SMV    8090	*inCl	00 47 39.86	+85 08 18.6	51	40.5	0	-4.34	2.78	 	21.78	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8092	*inCl	00 47 40.20	+85 07 08.9	220	220	0	-4.53	1.16	19.162	18.094	17.424	16.125	15.634	15.396	 	 	 	 	2
Cl* NGC  188    SMV    8097	*inCl	00 47 41.24	+85 19 51.9	5.4	4.4	0	-4.95	-0.47	21.696	20.201	19.2	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8105	*inCl	00 47 42.09	+85 21 34.0	220	200	173	14.92	13.58	21.507	19.959	18.879	16.532	15.674	15.406	 	 	 	 	2
Cl* NGC  188    SMV    8116	*inCl	00 47 43.40	+85 24 47.0	9.7	6.5	69	-4.15	1.88	22.397	20.858	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8137	*inCl	00 47 45.85	+85 22 33.4	90	70	2	-4.76	-0.43	17.68	16.857	16.378	15.287	14.926	14.873	 	 	 	 	2
Cl* NGC  188    SMV    8140	*inCl	00 47 45.87	+85 18 36.5	19.2	18.1	0	-4.28	5.78	22.364	21.285	20.555	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8147	*inCl	00 47 46.83	+85 10 13.5	6.3	5.6	0	-0.28	0.69	21.425	20.064	19.232	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8155	*inCl	00 47 48.15	+85 16 49.4	8.2	5.7	0	-5.61	-0.05	22.218	20.725	19.744	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8165	*inCl	00 47 50.02	+85 22 55.2	190	180	102	-4.76	-0.55	20.493	19.148	18.285	16.534	15.809	 	 	 	 	 	2
Cl* NGC  188    SMV    8192	*inCl	00 47 51.35	+85 06 15.4	5.4	5	0	-4.68	4.37	20.964	20.107	19.656	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8206	*inCl	00 47 53.42	+85 10 32.6	7.1	6.4	0	-4.05	0.34	21.462	20.281	19.509	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8210	*inCl	00 47 54.52	+85 14 33.2	5.1	4	90	-5.53	2.85	20.749	20.151	19.73	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8213	*inCl	00 47 54.02	+85 07 53.8	190	170	6	-5.27	1.52	21.444	19.95	18.93	16.698	15.751	 	 	 	 	 	2
Cl* NGC  188    SMV    8223	*inCl	00 47 56.28	+85 23 39.2	100	80	174	-4.61	-0.25	18.42	17.459	16.901	15.849	15.293	15.29	 	 	 	 	2
Cl* NGC  188    SMV    8226	*inCl	00 47 55.52	+85 11 30.8	13.2	9.6	0	-0.92	-1.55	20.651	19.588	18.983	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8245	*inCl	00 47 57.22	+85 10 17.4	13.9	13.8	49	-0.38	-3.99	22.332	20.759	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8267	*inCl	00 48 01.54	+85 23 51.2	320	290	167	-4.91	5.12	21.069	19.543	18.572	16.687	15.817	15.748	 	 	 	 	2
Cl* NGC  188    SMV    8270	*inCl	00 48 01.58	+85 22 43.1	4.2	2.7	90	4.32	0.1	18.347	17.614	17.258	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8283	*inCl	00 48 01.82	+85 14 55.5	7.6	4.6	90	-2.7	1.47	20.207	19.41	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8284	*inCl	00 48 03.38	+85 23 33.8	270	250	156	-5.05	-0.75	20.157	18.898	18.093	16.497	15.554	15.608	 	 	 	 	2
Cl* NGC  188    SMV    8293	*inCl	00 48 03.60	+85 13 30.8	11.8	8.5	0	-6.22	0.4	22.566	20.999	19.972	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8296	*inCl	00 48 04.69	+85 19 27.8	9.1	6.2	0	-4.29	3.54	21.682	20.599	19.979	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8299	*inCl	00 48 04.58	+85 16 31.0	7.6	7.3	89	-3.46	-1.38	21.289	19.976	19.232	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8309	*inCl	00 48 03.94	+85 04 45.7	110	90	178	-5.85	-0.33	18.088	17.212	16.685	15.648	15.333	15.282	 	 	 	 	2
Cl* NGC  188    SMV    8339	*inCl	00 48 07.46	+85 05 21.5	8.3	5.9	0	3.76	3.36	22.192	20.746	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8343	*inCl	00 48 10.33	+85 20 57.6	6.8	6.4	89	-3.6	-1.12	22.222	20.846	19.998	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8347	*inCl	00 48 10.44	+85 17 32.5	4.8	4.5	89	-5.47	-1.58	21.825	20.3	19.318	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8360	*inCl	00 48 12.07	+85 16 31.5	5.1	4.8	0	-5.03	2.11	21.307	20.64	20.24	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8372	*inCl	00 48 12.80	+85 05 38.2	100	70	178	-7.03	-1.52	21.307	19.688	18.543	15.72	15.266	14.738	 	 	 	 	2
Cl* NGC  188    SMV    8383	*inCl	00 48 15.50	+85 11 45.6	110	90	0	1.22	-0.41	17.915	17.068	16.574	15.399	15.017	15.143	 	 	 	 	2
Cl* NGC  188    SMV    8392	*inCl	00 48 18.21	+85 21 29.3	16.9	15.3	89	-15.44	-3.79	 	21.196	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8395	*inCl	00 48 17.63	+85 15 37.0	5.6	5.2	0	-8.93	1.73	21.818	20.335	19.374	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8397	*inCl	00 48 19.29	+85 22 36.7	130	110	0	-3.04	0.31	17.882	17.278	16.909	15.915	15.69	15.244	 	 	 	 	2
Cl* NGC  188    SMV    8413	*inCl	00 48 20.62	+85 23 50.9	4.8	4.4	64	-3.21	2.88	20.885	20.063	19.652	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8416	*inCl	00 48 17.64	+85 05 45.4	190	180	62	-4.25	13.96	19.551	18.645	18.055	16.714	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8421	*inCl	00 48 20.03	+85 15 15.8	6.2	4.5	90	-6.49	2.11	21.375	20.253	19.534	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8427	*inCl	00 48 22.91	+85 23 02.6	90	70	2	-5.78	1.7	18.676	17.616	17	15.812	15.024	14.929	 	 	 	 	2
Cl* NGC  188    SMV    8428	*inCl	00 48 21.96	+85 18 06.4	14.1	11.4	89	-8.88	-2.77	22.377	20.78	19.714	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8451	*inCl	00 48 23.35	+85 11 30.9	180	160	142	-5.77	0.35	20.535	19.203	18.354	16.325	15.659	 	 	 	 	 	2
Cl* NGC  188    SMV    8452	*inCl	00 48 24.01	+85 14 06.3	15.5	12.7	50	-4.35	-0.9	22.273	21.23	20.54	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    8462	*inCl	00 48 23.95	+85 08 29.3	4.6	3.8	87	-1.99	1.92	20.328	19.335	18.695	 	 	 	 	 	 	 	2
